country,iso_code,year,region,income_group,crop,area_harvested_ha,production_tonnes,yield_kg_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_weather,avg_min_temp,avg_max_temp,avg_precipitation,avg_rain,avg_transp,annual_gdd,annual_precip_total,daily_precip_sd,extreme_hot_days,extreme_cold_days,extreme_temp_days,daily_precip_cv,extreme_hot32_days,extreme_hot35_days
France,FRA,2019,Europe,High income,Maize,870937,13546681.75,15554.15,204.67,,11.6022,7.4745,16.0071,2.1586,2.0833,2.4644,1335.7,787.9,3.9542,16,40,56,1.8318,11,7
Brazil,BRA,2019,South America,Upper middle income,Maize,4669674,60243877.3,12901.09,109.91,18.0,27.0477,22.0022,33.3236,2.011,2.011,4.6602,6446.95,734.0,4.2231,337,0,337,2.1,254,83
Pakistan,PAK,2020,South Asia,Lower middle income,Soybeans,1885182,5329321.39,2826.95,72.21,11.7,19.1874,12.7705,25.282,1.2276,1.2251,4.7705,3585.0,449.3,3.8682,145,35,180,3.1511,108,50
Canada,CAN,2018,North America,High income,Wheat,2432856,16817767.49,6912.77,168.07,33.3,-1.1386,-5.2605,3.0296,1.3049,0.8825,1.6096,653.65,476.3,2.8811,3,222,225,2.2078,1,0
Thailand,THA,2019,Southeast Asia,Upper middle income,Rice,4373353,35251096.25,8060.43,98.25,47.5,27.4975,23.5627,32.1,4.5819,4.5819,4.2738,6508.45,1672.4,9.4666,302,0,302,2.0661,165,57
Ethiopia,ETH,2016,Sub-Saharan Africa,Low income,Wheat,2195964,7059318.07,3214.68,22.06,9.2,23.8221,18.4344,29.671,1.6536,1.6536,5.2967,5143.3,605.2,4.4786,167,0,167,2.7085,47,5
Philippines,PHL,2016,Southeast Asia,Lower middle income,Rice,2638293,14367922.47,5445.92,25.38,20.6,27.4902,26.373,28.5803,6.8495,6.8495,3.8906,6396.45,2506.9,13.1545,12,0,12,1.9205,0,0
Indonesia,IDN,2018,Southeast Asia,Lower middle income,Wheat,1050205,3871723.71,3686.64,74.49,20.0,25.6334,22.8359,30.037,10.2721,10.2721,3.3686,5999.3,3749.3,12.3687,205,0,205,1.2041,27,0
"Korea, Republic of",KOR,2023,East Asia,High income,Soybeans,2743855,15188089.87,5535.31,237.82,45.5,11.4597,7.4238,16.0595,4.5348,4.3945,2.5537,1886.9,1655.2,12.1194,10,105,115,2.6725,0,0
Egypt,EGY,2019,North Africa,Lower middle income,Maize,2277733,19567076.58,8590.59,62.51,25.0,22.5145,16.4814,28.2668,0.0342,0.0342,6.9374,4527.95,12.5,0.447,182,0,182,13.0516,155,95
Brazil,BRA,2021,South America,Upper middle income,Maize,3387540,42354670.63,,141.21,10.0,25.8055,21.0929,31.8836,3.9416,3.9416,4.2838,6018.2,1438.7,7.2771,295,0,295,1.8462,137,44
Japan,JPN,2017,East Asia,High income,Rice,3034813,32889260.22,10837.33,193.53,46.6,8.9512,5.0907,13.6732,4.2049,3.6849,2.4238,1335.4,1534.8,8.9349,0,140,140,2.1249,0,0
Argentina,ARG,2022,South America,Upper middle income,Wheat,4030056,24761596.43,6144.23,166.11,23.3,15.9304,10.886,21.5605,1.6841,1.6838,4.2612,2482.6,614.7,5.8173,58,7,65,3.4542,40,13
United States,USA,2019,North America,High income,Rice,4653719,38937232.72,8366.91,193.7,,11.2392,6.2805,16.6364,1.9748,1.6945,3.3188,2126.85,720.8,4.7946,58,131,189,2.4279,37,10
Morocco,MAR,2019,North Africa,Lower middle income,Maize,2758893,14059537.3,5096.08,72.12,23.1,19.1041,12.34,26.534,1.0688,1.0688,4.5992,3457.9,390.1,3.758,135,0,135,3.5162,95,49
China,CHN,2020,East Asia,Upper middle income,Rice,446176,3159691.28,7081.72,135.21,35.5,8.3407,3.3391,13.9224,1.6388,1.4833,2.9009,1117.9,599.8,4.4683,0,142,142,2.7266,0,0
Tanzania,TZA,2022,Sub-Saharan Africa,Low income,Rice,2020749,11381512.14,5632.32,26.29,15.0,22.6841,17.2608,28.6151,1.6101,1.6101,5.4504,4722.35,587.7,4.2831,95,0,95,2.6601,27,0
Mexico,MEX,2021,Central America,Upper middle income,Soybeans,1268615,6533871.63,5150.4,146.1,16.4,18.4008,11.2085,26.1266,1.1003,1.1003,5.3518,3170.65,401.6,3.1257,39,4,43,2.8408,10,0
Pakistan,PAK,2023,South Asia,Lower middle income,Wheat,3982248,25648450.36,6440.7,101.52,25.5,19.9595,13.5285,26.3296,0.9258,0.9247,4.8623,3761.95,337.9,2.8803,136,19,155,3.1113,114,68
France,FRA,2016,Europe,High income,Soybeans,2816199,15437005.28,5481.5,147.78,56.9,11.056,7.5044,14.9645,2.2538,2.2249,2.1705,1198.5,824.9,4.3416,12,28,40,1.9263,6,0
Mexico,MEX,2015,Central America,Upper middle income,Wheat,3955593,20059335.14,5071.13,125.87,17.6,17.3559,11.2518,23.9414,1.831,1.831,4.7045,2777.15,668.3,4.9799,15,1,16,2.7198,3,0
Thailand,THA,2017,Southeast Asia,Upper middle income,Wheat,4500168,29224226.09,,115.43,,26.6688,23.286,30.774,5.6323,5.6323,3.9499,6215.95,2055.8,9.0535,226,0,226,1.6074,93,14
Nepal,NPL,2023,South Asia,Low income,Wheat,1225254,3973225.52,3242.78,28.78,10.0,13.3962,9.6562,17.0129,7.8151,7.8148,2.7538,1427.35,2852.5,16.7579,0,2,2,2.1443,0,0
Nepal,NPL,2016,South Asia,Low income,Maize,1661491,12519449.02,7535.07,26.66,10.8,12.3396,8.3978,15.9437,16.0055,16.0005,2.4404,1203.55,5858.0,26.7192,0,31,31,1.6694,0,0
Morocco,MAR,2017,North Africa,Lower middle income,Rice,2220172,12072810.18,5437.78,62.42,30.9,20.5436,13.7564,28.1353,0.6912,0.6912,5.0572,4028.55,252.3,2.5019,166,0,166,3.6195,126,81
Vietnam,VNM,2021,Southeast Asia,Lower middle income,Soybeans,1652311,6869729.28,4157.65,95.03,23.5,21.7581,18.5101,26.5093,5.5641,5.5641,3.7045,4566.05,2030.9,10.1993,36,0,36,1.833,8,0
Nigeria,NGA,2020,Sub-Saharan Africa,Lower middle income,Maize,914251,7659880.88,8378.31,87.91,17.3,25.7087,21.4995,30.7869,3.6607,3.6607,4.5096,5908.4,1339.8,9.1401,220,0,220,2.4968,153,32
Japan,JPN,2023,East Asia,High income,Soybeans,821783,6635253.15,8074.22,207.98,52.3,10.6688,6.3504,15.8964,4.2778,3.9477,2.7013,1604.15,1561.4,10.6839,2,103,105,2.4975,0,0
Vietnam,VNM,2022,Southeast Asia,Lower middle income,Maize,2388852,16736629.3,7006.14,85.73,36.8,21.6882,18.3756,26.6534,4.9222,4.9222,3.7016,4567.8,1796.6,8.7082,8,0,8,1.7692,1,0
United States,USA,2016,North America,High income,Soybeans,3923911,23468448.22,5980.88,197.47,40.2,13.3003,8.3883,18.7232,2.4617,2.3254,3.5158,2342.35,901.0,6.4167,56,89,145,2.6065,33,9
Nigeria,NGA,2015,Sub-Saharan Africa,Lower middle income,Maize,793746,5796304.31,7302.47,62.48,27.5,25.6822,21.2449,30.9153,5.2518,5.2518,4.3729,5869.25,1916.9,10.5344,200,0,200,2.0059,146,51
China,CHN,2020,East Asia,Upper middle income,Wheat,3224146,21472165.83,6659.8,112.62,29.5,8.3407,3.3391,13.9224,1.6388,1.4833,2.9009,1117.9,599.8,4.4683,0,142,142,2.7266,0,0
Bangladesh,BGD,2020,South Asia,Lower middle income,Rice,4474875,25916991.57,5791.67,82.57,35.2,24.9801,21.1432,29.7128,5.6139,5.6139,3.4305,5646.65,2054.7,9.8605,203,0,203,1.7564,94,12
Nepal,NPL,2015,South Asia,Low income,Rice,504269,2348473.82,4657.18,36.16,8.9,11.4559,6.8868,15.3282,14.0359,14.0205,2.5134,1034.4,5123.1,26.6803,0,64,64,1.9009,0,0
Bangladesh,BGD,2015,South Asia,Lower middle income,Soybeans,704576,2481117.73,3521.43,97.68,23.8,25.3162,21.9564,29.3537,5.6416,5.6416,3.4115,5714.1,2059.2,10.1981,173,0,173,1.8076,72,0
Tanzania,TZA,2019,Sub-Saharan Africa,Low income,Maize,2175747,11693800.05,5374.61,29.44,12.9,23.2485,18.1671,29.1181,2.2795,2.2795,5.2228,4979.55,832.0,5.8518,132,0,132,2.5672,33,0
Nepal,NPL,2019,South Asia,Low income,Rice,1713650,8737600.5,5098.82,25.0,9.0,13.1301,9.3658,16.703,12.4677,12.4342,2.6228,1518.05,4550.7,21.125,0,19,19,1.6944,0,0
Morocco,MAR,2020,North Africa,Lower middle income,Maize,4867126,39830032.0,8183.48,110.29,31.4,19.7907,13.2331,27.0336,1.2604,1.2604,4.6356,3731.2,461.3,4.7176,136,0,136,3.743,114,72
China,CHN,2017,East Asia,Upper middle income,Wheat,1697398,10527923.3,6202.39,134.03,40.8,8.3025,3.074,14.1005,1.5222,1.3573,2.9358,1190.65,555.6,3.8921,14,151,165,2.5569,4,0
Uganda,UGA,2022,Sub-Saharan Africa,Low income,Rice,1058554,4191076.07,3959.25,24.28,12.6,23.5175,18.4816,29.8162,2.2915,2.2915,4.7147,5164.35,836.4,3.9821,161,0,161,1.7377,82,6
Ukraine,UKR,2022,Europe,Lower middle income,Wheat,1668053,8880177.4,5323.68,84.85,41.8,10.1562,6.0734,14.5263,1.6871,1.5068,2.4122,1455.0,615.8,3.6002,10,113,123,2.1339,2,0
Nepal,NPL,2021,South Asia,Low income,Wheat,1714678,8422492.44,4912.0,30.94,11.8,13.5712,10.1288,16.9079,13.9682,13.9625,2.4621,1547.8,5098.4,27.1614,0,9,9,1.9445,0,0
Morocco,MAR,2022,North Africa,Lower middle income,Rice,1754000,12260799.72,6990.19,86.56,33.6,20.6101,13.7496,28.089,0.9433,0.9425,4.9191,3989.05,344.3,3.5334,145,0,145,3.7459,113,76
Indonesia,IDN,2015,Southeast Asia,Lower middle income,Rice,1866352,11890500.7,6370.99,77.16,27.5,25.7844,22.9521,30.0926,7.2638,7.2638,3.4661,6030.65,2651.3,7.7668,191,0,191,1.0692,53,0
Vietnam,VNM,2015,Southeast Asia,Lower middle income,Rice,714510,3903460.33,5463.13,42.58,28.6,22.8712,19.6775,27.6351,3.7216,3.7216,3.7785,4984.55,1358.4,7.3182,59,0,59,1.9664,17,0
Philippines,PHL,2022,Southeast Asia,Lower middle income,Rice,2435376,18305056.18,7516.32,59.83,,27.5696,26.2477,28.6792,7.1901,7.1901,4.3945,6374.15,2624.4,10.3744,22,0,22,1.4429,0,0
Japan,JPN,2021,East Asia,High income,Wheat,2866297,18091244.55,6311.71,216.26,61.6,9.7458,5.8167,14.5205,5.0586,4.734,2.4551,1379.75,1846.4,12.4436,0,108,108,2.4599,0,0
Thailand,THA,2020,Southeast Asia,Upper middle income,Maize,1069663,,10578.79,144.88,33.6,27.2489,23.3872,31.6694,4.7413,4.7413,4.2316,6415.35,1735.3,9.0819,282,0,282,1.9155,153,34
Australia,AUS,2017,Oceania,High income,Rice,4793004,46430531.37,9687.15,195.06,28.3,22.9422,15.9337,29.5307,0.3595,0.3595,6.7579,4648.65,131.2,1.7911,175,0,175,4.983,147,107
Australia,AUS,2022,Oceania,High income,Rice,4007189,44146756.12,11016.89,205.17,24.4,21.7978,15.2425,28.1512,0.8419,0.8419,6.2772,4279.45,307.3,4.0053,153,0,153,4.7574,126,77
United States,USA,2023,North America,High income,Rice,1930714,18201087.43,9427.13,178.34,30.5,12.7293,7.3386,18.5463,1.4058,1.2299,3.6947,2333.1,513.1,4.0063,67,121,188,2.8499,40,18
India,IND,2021,South Asia,Lower middle income,Soybeans,3688257,17379440.25,4712.1,72.53,,27.149,22.2748,32.5912,3.0644,3.0644,4.6325,6363.05,1118.5,7.6058,272,0,272,2.482,151,93
Pakistan,PAK,2016,South Asia,Lower middle income,Wheat,2694100,14953862.61,5550.6,78.9,32.3,19.8691,13.2344,26.1287,0.6361,0.6361,4.913,3628.55,232.8,2.1056,141,13,154,3.3104,97,37
Nigeria,NGA,2017,Sub-Saharan Africa,Lower middle income,Maize,4543979,27394438.18,6028.73,70.0,38.9,26.0586,21.754,31.2277,3.5178,3.5178,4.7537,6019.15,1284.0,6.8162,220,0,220,1.9376,179,44
Uganda,UGA,2016,Sub-Saharan Africa,Low income,Maize,1182588,7304483.81,6176.69,30.73,5.7,24.3751,19.9609,29.3686,2.1754,2.1754,4.4981,5367.3,796.2,3.2581,131,0,131,1.4977,62,3
Bangladesh,BGD,2020,South Asia,Lower middle income,Soybeans,497201,1438897.36,2894.0,79.66,20.9,24.9801,21.1432,29.7128,5.6139,5.6139,3.4305,5646.65,2054.7,9.8605,203,0,203,1.7564,94,12
South Africa,ZAF,2021,Sub-Saharan Africa,Upper middle income,Rice,1617070,13215120.56,8172.26,125.93,36.7,18.0184,10.4414,25.1712,0.5526,0.5499,5.8383,2950.05,201.7,2.4562,105,14,119,4.4447,62,14
Australia,AUS,2019,Oceania,High income,Wheat,1098798,8547732.5,7779.17,,31.9,23.6808,15.8671,30.3373,0.0592,0.0592,7.5585,4792.2,21.6,0.5792,198,0,198,9.787,170,120
South Korea,KOR,2023,East Asia,High income,Rice,650546,6743924.23,10366.56,237.39,39.3,11.4597,7.4238,16.0595,4.5348,4.3945,2.5537,1886.9,1655.2,12.1194,10,105,115,2.6725,0,0
Uganda,UGA,2021,Sub-Saharan Africa,Low income,Maize,1215961,6530540.69,5370.68,14.88,8.5,23.6367,18.6964,29.5775,2.3337,2.3337,4.571,5160.0,851.8,4.2071,160,0,160,1.8028,68,1
United States,USA,2023,North America,High income,Soybeans,629274,4949057.23,7864.71,171.58,42.6,12.7293,7.3386,18.5463,1.4058,1.2299,3.6947,2333.1,513.1,4.0063,67,121,188,2.8499,40,18
Mexico,MEX,2016,Central America,Upper middle income,Wheat,2990502,21840459.09,7303.28,132.04,34.4,17.6828,11.1079,24.6656,1.2344,1.2344,5.1018,2906.55,451.8,3.1471,22,4,26,2.5495,4,0
Australia,AUS,2020,Oceania,High income,Maize,3401374,45725716.5,13443.31,169.9,51.1,22.8631,15.4844,29.3839,0.459,0.459,6.9181,4554.8,168.0,2.5154,185,0,185,5.4799,161,102
Brazil,BRA,2018,South America,Upper middle income,Maize,4825850,33790294.1,7001.94,156.07,,26.2425,21.5504,32.1036,2.6715,2.6715,4.2857,6141.85,975.1,5.1964,298,0,298,1.9451,178,46
Bangladesh,BGD,2023,South Asia,Lower middle income,Maize,3842205,36011715.23,9372.67,61.92,19.5,25.6899,21.5203,30.9107,5.0989,5.0989,3.8263,5918.65,1861.1,11.6131,239,0,239,2.2776,157,41
Indonesia,IDN,2018,Southeast Asia,Lower middle income,Maize,3536891,28928370.48,8179.04,70.26,12.6,25.6334,22.8359,30.037,10.2721,10.2721,3.3686,5999.3,3749.3,12.3687,205,0,205,1.2041,27,0
Thailand,THA,2018,Southeast Asia,Upper middle income,Rice,4048387,29387071.18,7258.96,149.8,21.8,26.6553,23.1781,30.9016,4.7893,4.7893,3.8562,6219.55,1748.1,7.2886,260,0,260,1.5218,89,10
Egypt,EGY,2022,North Africa,Lower middle income,Rice,2446522,14141016.58,5780.05,95.19,13.6,22.1608,15.8562,27.9096,0.0244,0.0244,6.9259,4363.05,8.9,0.2514,173,0,173,10.3119,158,77
Bangladesh,BGD,2019,South Asia,Lower middle income,Wheat,3576179,18487991.62,5169.76,72.91,28.2,25.0901,21.2162,29.8995,4.334,4.334,3.4932,5678.6,1581.9,8.3255,197,0,197,1.921,101,16
Brazil,BRA,2023,South America,Upper middle income,Soybeans,2352901,10757975.2,4572.22,135.04,25.4,26.689,21.6148,33.1885,3.6055,3.6055,4.6392,6351.6,1316.0,9.0144,323,0,323,2.5002,227,105
Kenya,KEN,2018,Sub-Saharan Africa,Low income,Rice,1567667,7813896.75,4984.41,33.15,5.7,23.9419,19.7485,29.2112,3.1718,3.1718,4.6114,5285.15,1157.7,6.3492,118,0,118,2.0018,45,1
Nigeria,NGA,2016,Sub-Saharan Africa,Lower middle income,Rice,479634,2528525.61,5271.78,63.5,24.9,25.9268,21.5563,31.1082,6.0454,6.0454,4.3836,5977.6,2212.6,10.6937,211,0,211,1.7689,156,46
United Kingdom,GBR,2023,Europe,High income,Rice,2943180,33708316.04,11453.03,131.52,28.9,7.6003,4.694,10.4852,5.1819,4.9079,1.3306,396.4,1891.4,7.7772,0,60,60,1.5008,0,0
China,CHN,2017,East Asia,Upper middle income,Soybeans,1752619,5963244.1,3402.48,152.26,35.8,8.3025,3.074,14.1005,1.5222,1.3573,2.9358,1190.65,555.6,3.8921,14,151,165,2.5569,4,0
Argentina,ARG,2020,South America,Upper middle income,Maize,2099316,18355825.45,8743.72,102.67,7.2,15.9541,11.2101,21.3131,1.6098,1.6087,4.0697,2492.85,589.2,5.374,50,8,58,3.3382,26,5
South Africa,ZAF,2015,Sub-Saharan Africa,Upper middle income,Wheat,1954404,11939692.5,6109.12,160.48,32.6,19.194,11.7247,26.3444,0.5644,0.5644,6.1469,3390.5,206.0,2.3712,132,4,136,4.2014,102,48
Morocco,MAR,2023,North Africa,Lower middle income,Soybeans,4598345,16787499.07,3650.77,99.08,21.4,20.3392,13.2485,28.0247,0.7819,0.7819,4.8053,3917.9,285.4,3.0705,145,4,149,3.9268,111,75
Brazil,BRA,2020,South America,Upper middle income,Soybeans,4122720,15999020.24,3880.7,105.57,40.1,26.2719,21.3776,32.2303,3.1973,3.1973,4.437,6150.25,1170.2,6.0814,290,0,290,1.902,146,63
Mali,MLI,2023,Sub-Saharan Africa,Low income,Maize,1305903,6001933.79,4596.0,26.87,7.8,29.0827,22.5707,35.7184,0.0573,0.0573,8.2678,6987.75,20.9,0.3538,305,0,305,6.1781,285,229
Thailand,THA,2016,Southeast Asia,Upper middle income,Wheat,1658797,10371621.28,6252.5,151.75,42.9,27.4148,23.5516,31.876,4.1459,4.1459,4.2855,6483.25,1517.4,7.9783,274,0,274,1.9244,126,64
Nepal,NPL,2021,South Asia,Low income,Maize,2113480,14348526.41,6789.05,20.59,9.6,13.5712,10.1288,16.9079,13.9682,13.9625,2.4621,1547.8,5098.4,27.1614,0,9,9,1.9445,0,0
China,CHN,2019,East Asia,Upper middle income,Maize,870743,9134642.77,10490.63,106.31,33.1,8.3756,3.2093,14.1729,1.5405,1.4345,2.8797,1158.15,562.3,5.0346,3,143,146,3.268,1,0
Germany,DEU,2023,Europe,High income,Wheat,296363,2277088.8,7683.44,128.63,44.9,10.6545,6.5553,14.5997,2.083,1.8874,2.1735,1207.3,760.3,3.3228,5,65,70,1.5952,1,0
Indonesia,IDN,2020,Southeast Asia,Lower middle income,Maize,2861445,18420962.32,6437.64,60.48,40.3,25.8281,23.1219,30.2279,12.582,12.582,3.3469,6103.0,4605.0,10.9023,228,0,228,0.8665,37,0
Mali,MLI,2018,Sub-Saharan Africa,Low income,Maize,1835066,11912835.72,6491.78,31.01,5.5,28.6521,22.1849,35.0238,0.1082,0.1082,8.1782,6790.6,39.5,0.9493,294,0,294,8.7716,269,206
Brazil,BRA,2022,South America,Upper middle income,Soybeans,6482295,,5087.52,153.33,22.4,26.0129,20.8134,32.4658,3.6063,3.6063,4.6329,6073.45,1316.3,7.4459,295,0,295,2.0647,223,63
Brazil,BRA,2016,South America,Upper middle income,Soybeans,426213,1655902.26,3885.15,100.11,26.6,27.9254,23.6519,32.7538,3.3628,3.3628,4.6078,6662.25,1230.8,6.5767,314,0,314,1.9557,238,54
Vietnam,VNM,2017,Southeast Asia,Lower middle income,Wheat,405440,1966129.15,4849.37,57.01,17.5,21.8011,18.7236,26.4049,4.32,4.32,3.5445,4585.95,1576.8,8.116,26,0,26,1.8787,8,0
Pakistan,PAK,2016,South Asia,Lower middle income,Soybeans,3497477,,2786.17,49.61,32.9,19.8691,13.2344,26.1287,0.6361,0.6361,4.913,3628.55,232.8,2.1056,141,13,154,3.3104,97,37
Philippines,PHL,2023,Southeast Asia,Lower middle income,Rice,4743248,36854464.29,7769.88,89.79,35.3,27.7288,26.4663,28.8726,5.7329,5.7329,4.5386,6449.35,2092.5,7.9905,51,0,51,1.3938,0,0
South Africa,ZAF,2016,Sub-Saharan Africa,Upper middle income,Rice,3187497,,8628.41,191.49,14.5,19.0156,11.7066,26.0956,0.7552,0.7527,6.0201,3320.25,276.4,3.2673,125,5,130,4.3264,99,50
Argentina,ARG,2022,South America,Upper middle income,Soybeans,2735345,16087339.62,5881.28,164.31,28.2,15.9304,10.886,21.5605,1.6841,1.6838,4.2612,2482.6,614.7,5.8173,58,7,65,3.4542,40,13
Uganda,UGA,2017,Sub-Saharan Africa,Low income,Maize,62931,491736.81,7813.9,22.25,1.5,23.4715,18.7578,29.2055,2.7386,2.7386,4.5622,5103.3,999.6,4.1373,138,0,138,1.5107,68,2
South Africa,ZAF,2022,Sub-Saharan Africa,Upper middle income,Maize,5321202,69617700.57,13083.08,,30.6,17.9504,11.014,24.9934,0.9556,0.9556,5.4385,2999.4,348.8,2.9115,100,5,105,3.0467,64,17
Indonesia,IDN,2022,Southeast Asia,Lower middle income,Wheat,3390330,22146086.25,6532.13,52.03,31.2,25.6751,22.5773,30.7822,15.1948,15.1948,3.6235,6088.1,5546.1,13.3066,272,0,272,0.8757,76,0
"Korea, Republic of",KOR,2018,East Asia,High income,Wheat,1032904,9122585.51,8831.98,154.75,35.2,10.2699,6.3312,14.7304,3.3233,2.9658,2.5105,1724.65,1213.0,9.5516,23,111,134,2.8741,7,0
Indonesia,IDN,2018,Southeast Asia,Lower middle income,Soybeans,282443,1075493.52,3807.82,81.07,18.6,25.6334,22.8359,30.037,10.2721,10.2721,3.3686,5999.3,3749.3,12.3687,205,0,205,1.2041,27,0
Argentina,ARG,2020,South America,Upper middle income,Wheat,4423225,26721689.6,6041.22,72.95,44.4,15.9541,11.2101,21.3131,1.6098,1.6087,4.0697,2492.85,589.2,5.374,50,8,58,3.3382,26,5
Australia,AUS,2019,Oceania,High income,Maize,1421476,12634323.63,8888.17,239.96,32.1,23.6808,15.8671,30.3373,0.0592,0.0592,7.5585,4792.2,21.6,0.5792,198,0,198,9.787,170,120
Argentina,ARG,2018,South America,Upper middle income,Maize,2870815,25071487.0,8733.23,123.65,44.7,16.4055,11.6266,21.8044,1.1211,1.1211,4.1493,2636.15,409.2,3.2193,58,5,63,2.8715,42,16
Ethiopia,ETH,2022,Sub-Saharan Africa,Low income,Soybeans,2364216,5413840.12,2289.91,25.14,8.6,23.6184,18.1674,29.8227,1.5414,1.5414,5.6644,5108.2,562.6,3.689,157,0,157,2.3933,82,10
Tanzania,TZA,2023,Sub-Saharan Africa,Low income,Maize,1019571,5164218.52,5065.09,33.03,10.7,23.1841,17.8312,29.22,2.0751,2.0751,5.3742,4936.85,757.4,5.918,125,0,125,2.852,39,1
Ethiopia,ETH,2022,Sub-Saharan Africa,Low income,Rice,445140,2398670.3,5388.58,30.45,11.6,23.6184,18.1674,29.8227,1.5414,1.5414,5.6644,5108.2,562.6,3.689,157,0,157,2.3933,82,10
Argentina,ARG,2015,South America,Upper middle income,Soybeans,3911525,13895237.96,3552.38,107.85,24.4,16.1614,11.1723,21.6351,1.3197,1.3197,4.0221,2470.25,481.7,4.2383,52,8,60,3.2115,24,5
Thailand,THA,2015,Southeast Asia,Upper middle income,Soybeans,1684779,6122805.14,3634.19,113.58,33.1,27.2784,23.3781,31.7932,3.5877,3.5877,4.2315,6418.75,1309.5,5.7961,294,0,294,1.6156,170,37
Nepal,NPL,2018,South Asia,Low income,Rice,166692,769285.92,4615.01,,13.2,13.0745,9.3123,16.6227,13.9115,13.9107,2.5108,1400.15,5077.7,24.4443,0,8,8,1.7571,0,0
Philippines,PHL,2022,Southeast Asia,Lower middle income,Soybeans,317271,1296343.08,4085.92,,28.0,27.5696,26.2477,28.6792,7.1901,7.1901,4.3945,6374.15,2624.4,10.3744,22,0,22,1.4429,0,0
Vietnam,VNM,2018,Southeast Asia,Lower middle income,Maize,2292995,19914600.22,8684.97,58.4,21.8,21.7742,18.5145,26.5792,4.4496,4.4496,3.7092,4579.6,1624.1,8.4925,31,0,31,1.9086,6,1
Egypt,EGY,2021,North Africa,Lower middle income,Wheat,4325368,20632811.62,4770.19,53.09,15.9,23.0304,16.6142,28.9663,0.0153,0.0153,7.2141,4673.3,5.6,0.2624,185,0,185,17.0999,153,111
South Africa,ZAF,2018,Sub-Saharan Africa,Upper middle income,Wheat,3500794,20843359.88,5953.89,130.92,22.9,18.1312,10.569,25.3093,0.4537,0.4471,6.003,2997.85,165.6,2.2085,114,13,127,4.8678,86,38
South Korea,KOR,2018,East Asia,High income,Soybeans,101839,717059.58,7041.11,233.89,34.4,10.2699,6.3312,14.7304,3.3233,2.9658,2.5105,1724.65,1213.0,9.5516,23,111,134,2.8741,7,0
Egypt,EGY,2016,North Africa,Lower middle income,Maize,3103183,17433595.74,5617.97,65.22,18.7,22.8437,15.9027,29.0208,0.0008,0.0008,7.0119,4588.0,0.3,0.0157,194,0,194,19.1311,159,105
Japan,JPN,2017,East Asia,High income,Soybeans,1808038,7006218.26,3875.04,177.92,37.5,8.9512,5.0907,13.6732,4.2049,3.6849,2.4238,1335.4,1534.8,8.9349,0,140,140,2.1249,0,0
Nepal,NPL,2015,South Asia,Low income,Maize,2165977,11563199.86,5338.56,33.65,5.0,11.4559,6.8868,15.3282,14.0359,14.0205,2.5134,1034.4,5123.1,26.6803,0,64,64,1.9009,0,0
Egypt,EGY,2017,North Africa,Lower middle income,Soybeans,1602727,6659486.67,4155.1,55.81,29.6,21.9334,16.0438,27.7063,0.0036,0.0036,6.8658,4346.45,1.3,0.0428,158,0,158,12.0041,138,80
United Kingdom,GBR,2017,Europe,High income,Maize,4487785,57327882.81,12774.2,257.38,58.9,7.0238,4.3184,9.637,4.8756,4.5781,1.1095,224.65,1779.6,6.768,0,75,75,1.3881,0,0
Egypt,EGY,2018,North Africa,Lower middle income,Rice,1767113,,5695.21,61.32,25.6,23.029,17.129,28.7723,0.0112,0.0112,6.9665,4727.65,4.1,0.1017,189,0,189,9.0527,156,87
Mali,MLI,2020,Sub-Saharan Africa,Low income,Rice,659442,3194969.88,4844.96,39.14,8.9,28.7503,22.1527,35.2372,0.1306,0.1306,8.1436,6842.35,47.8,0.9625,311,0,311,7.3698,267,215
Egypt,EGY,2022,North Africa,Lower middle income,Maize,777850,6660674.68,8562.93,77.57,35.2,22.1608,15.8562,27.9096,0.0244,0.0244,6.9259,4363.05,8.9,0.2514,173,0,173,10.3119,158,77
Australia,AUS,2018,Oceania,High income,Rice,306189,2807886.42,9170.44,168.74,61.9,23.106,15.8951,29.7466,0.2997,0.2997,7.0671,4685.8,109.4,1.9478,189,0,189,6.4986,163,102
United States,USA,2015,North America,High income,Wheat,1255808,8091801.38,6443.5,196.69,33.9,13.1126,8.0025,18.8425,2.2589,2.111,3.6153,2347.85,824.5,5.9048,60,96,156,2.614,41,9
Mexico,MEX,2022,Central America,Upper middle income,Wheat,4041701,26227348.06,6489.19,177.07,23.1,18.5649,11.1721,26.4967,0.7595,0.7595,5.6447,3230.9,277.2,2.4711,78,1,79,3.2537,22,0
Argentina,ARG,2021,South America,Upper middle income,Soybeans,2543806,9585809.2,3768.29,160.31,30.1,16.4764,11.6022,22.014,1.3033,1.3014,4.0541,2627.85,475.7,4.0011,55,3,58,3.07,35,9
Argentina,ARG,2017,South America,Upper middle income,Maize,3797541,30933119.21,8145.57,100.68,28.2,16.2458,11.5786,21.4603,1.7444,1.7444,3.9585,2480.55,636.7,5.6891,47,2,49,3.2614,31,9
Argentina,ARG,2016,South America,Upper middle income,Rice,4543904,33993319.45,7481.08,134.61,29.5,15.4309,10.7276,20.5505,1.7497,1.7497,3.7409,2287.95,640.4,4.8424,50,6,56,2.7675,23,5
